Code postal;Commune;Region
3159;Guggisberg;2
1738;Rüschegg;2
3099;Rüschegg;2
3152;Rüschegg;2
3153;Rüschegg;2
3154;Rüschegg;2
3156;Rüschegg;2
3157;Rüschegg;2
3148;Schwarzenburg;2
3150;Schwarzenburg;2
3152;Schwarzenburg;2
3154;Schwarzenburg;2
3157;Schwarzenburg;2
3183;Schwarzenburg;2
3086;Belp;2
3115;Belp;2
3122;Belp;2
3123;Belp;2
3124;Belp;2
3125;Belp;2
3664;Burgistein;2
3665;Burgistein;2
3115;Gerzensee;2
3663;Gurzelen;2
3664;Gurzelen;2
3629;Jaberg;2
3126;Kaufdorf;2
3122;Kehrsatz;2
3123;Kehrsatz;2
3115;Kirchdorf (BE);2
3116;Kirchdorf (BE);2
3116;Kirchdorf (BE);2
3116;Kirchdorf (BE);2
3125;Kirchdorf (BE);2
3126;Kirchdorf (BE);2
3629;Kirchdorf (BE);2
3086;Niedermuhlern;2
3087;Niedermuhlern;2
3099;Riggisberg;2
3128;Riggisberg;2
3132;Riggisberg;2
3664;Riggisberg;2
3087;Rüeggisberg;2
3088;Rüeggisberg;2
3088;Rüeggisberg;2
3089;Rüeggisberg;2
3099;Rüeggisberg;2
3132;Rüeggisberg;2
3154;Rüeggisberg;2
3155;Rüeggisberg;2
3662;Seftigen;2
3123;Toffen;2
3125;Toffen;2
3628;Uttigen;2
3664;Wattenwil;2
3665;Wattenwil;2
3086;Wald (BE);2
3086;Wald (BE);2
3087;Wald (BE);2
3096;Wald (BE);2
3127;Thurnen;2
3127;Thurnen;2
3128;Thurnen;2
3536;Eggiwil;3
3537;Eggiwil;3
3550;Eggiwil;3
3618;Eggiwil;3
6197;Eggiwil;3
3535;Langnau im Emmental;3
3543;Langnau im Emmental;3
3550;Langnau im Emmental;3
3551;Langnau im Emmental;3
3552;Langnau im Emmental;3
3553;Langnau im Emmental;3
3555;Langnau im Emmental;3
3434;Lauperswil;3
3436;Lauperswil;3
3438;Lauperswil;3
3543;Lauperswil;3
3550;Lauperswil;3
3551;Lauperswil;3
3533;Röthenbach im Emmental;3
3537;Röthenbach im Emmental;3
3538;Röthenbach im Emmental;3
3615;Röthenbach im Emmental;3
3618;Röthenbach im Emmental;3
3432;Rüderswil;3
3433;Rüderswil;3
3436;Rüderswil;3
3437;Rüderswil;3
3438;Rüderswil;3
3439;Rüderswil;3
3453;Rüderswil;3
6197;Schangnau;3
3534;Signau;3
3535;Signau;3
3543;Signau;3
3537;Trub;3
3552;Trub;3
3555;Trub;3
3556;Trub;3
3557;Trub;3
3537;Trubschachen;3
3555;Trubschachen;3
3556;Trubschachen;3
3633;Amsoldingen;2
3638;Blumenstein;2
3614;Buchholterberg;2
3615;Buchholterberg;2
3618;Buchholterberg;2
3674;Buchholterberg;2
3616;Eriz;2
3619;Eriz;2
6197;Eriz;2
3612;Fahrni;2
3617;Fahrni;2
3625;Heiligenschwendi;2
3613;Heimberg;2
3627;Heimberg;2
3671;Heimberg;2
3600;Hilterfingen;2
3625;Hilterfingen;2
3626;Hilterfingen;2
3652;Hilterfingen;2
3622;Homberg;2
3619;Horrenbach-Buchen;2
3623;Horrenbach-Buchen;2
3623;Horrenbach-Buchen;2
3652;Oberhofen am Thunersee;2
3653;Oberhofen am Thunersee;2
3654;Oberhofen am Thunersee;2
3616;Oberlangenegg;2
3618;Oberlangenegg;2
3638;Pohlern;2
3619;Sigriswil;2
3623;Sigriswil;2
3654;Sigriswil;2
3655;Sigriswil;2
3656;Sigriswil;2
3656;Sigriswil;2
3656;Sigriswil;2
3657;Sigriswil;2
3658;Sigriswil;2
3612;Steffisburg;2
3613;Steffisburg;2
3617;Steffisburg;2
3624;Steffisburg;2
3627;Steffisburg;2
3623;Teuffenthal (BE);2
3633;Thierachern;2
3634;Thierachern;2
3635;Thierachern;2
3636;Thierachern;2
3600;Thun;2
3603;Thun;2
3604;Thun;2
3608;Thun;2
3612;Thun;2
3624;Thun;2
3626;Thun;2
3645;Thun;2
3631;Uebeschi;2
3635;Uebeschi;2
3603;Uetendorf;2
3661;Uetendorf;2
3614;Unterlangenegg;2
3616;Unterlangenegg;2
3618;Wachseldorn;2
3636;Forst-Längenbühl;2
3636;Forst-Längenbühl;2
3663;Forst-Längenbühl;2
3665;Forst-Längenbühl;2
3413;Affoltern im Emmental;3
3416;Affoltern im Emmental;3
3418;Affoltern im Emmental;3
3462;Affoltern im Emmental;3
3463;Affoltern im Emmental;3
3464;Affoltern im Emmental;3
3463;Dürrenroth;3
3464;Dürrenroth;3
3465;Dürrenroth;3
4942;Dürrenroth;3
4950;Eriswil;3
4952;Eriswil;3
4938;Huttwil;3
4950;Huttwil;3
4952;Huttwil;3
4953;Huttwil;3
3414;Lützelflüh;3
3415;Lützelflüh;3
3418;Lützelflüh;3
3419;Lützelflüh;3
3432;Lützelflüh;3
3433;Lützelflüh;3
3434;Lützelflüh;3
3435;Lützelflüh;3
3439;Lützelflüh;3
3452;Lützelflüh;3
3453;Lützelflüh;3
3454;Lützelflüh;3
3456;Lützelflüh;3
3415;Rüegsau;3
3416;Rüegsau;3
3417;Rüegsau;3
3418;Rüegsau;3
3454;Rüegsau;3
3416;Sumiswald;3
3454;Sumiswald;3
3455;Sumiswald;3
3457;Sumiswald;3
3462;Sumiswald;3
4952;Sumiswald;3
4954;Sumiswald;3
3453;Trachselwald;3
3456;Trachselwald;3
3551;Trachselwald;3
3463;Walterswil (BE);3
3464;Walterswil (BE);3
4938;Walterswil (BE);3
4942;Walterswil (BE);3
4943;Walterswil (BE);3
3457;Wyssachen;3
4953;Wyssachen;3
4954;Wyssachen;3
4536;Attiswil;3
3376;Berken;3
3366;Bettenhausen;3
3366;Bettenhausen;3
4539;Farnern;3
3376;Graben;3
3372;Heimenhausen;3
3373;Heimenhausen;3
3373;Heimenhausen;3
3360;Herzogenbuchsee;3
3363;Herzogenbuchsee;3
3375;Inkwil;3
4704;Niederbipp;3
4704;Niederbipp;3
3362;Niederönz;3
4556;Niederönz;3
4538;Oberbipp;3
3367;Ochlenberg;3
3476;Ochlenberg;3
4539;Rumisberg;3
4539;Rumisberg;3
3365;Seeberg;3
3365;Seeberg;3
3474;Seeberg;3
3475;Seeberg;3
3475;Seeberg;3
3476;Seeberg;3
4943;Seeberg;3
3360;Thörigen;3
3367;Thörigen;3
3476;Thörigen;3
3380;Walliswil bei Niederbipp;3
3377;Walliswil bei Wangen;3
3374;Wangen an der Aare;3
3380;Wangen an der Aare;3
4536;Wangen an der Aare;3
3380;Wiedlisbach;3
4537;Wiedlisbach;3
4539;Wiedlisbach;3
6110;Doppleschwand;3
6112;Doppleschwand;3
6105;Entlebuch;3
6110;Entlebuch;3
6162;Entlebuch;3
6162;Entlebuch;3
6162;Entlebuch;3
6163;Entlebuch;3
6166;Entlebuch;3
6170;Entlebuch;3
6170;Flühli;3
6173;Flühli;3
6174;Flühli;3
6192;Flühli;3
6197;Flühli;3
6162;Hasle (LU);3
6162;Hasle (LU);3
6166;Hasle (LU);3
6170;Hasle (LU);3
6110;Romoos;3
6113;Romoos;3
6166;Romoos;3
6167;Romoos;3
6170;Romoos;3
6170;Schüpfheim;3
6105;Werthenstein;2
6106;Werthenstein;2
6110;Werthenstein;2
3555;Escholzmatt-Marbach;3
6170;Escholzmatt-Marbach;3
6173;Escholzmatt-Marbach;3
6182;Escholzmatt-Marbach;3
6192;Escholzmatt-Marbach;3
6196;Escholzmatt-Marbach;3
6197;Escholzmatt-Marbach;3
6287;Aesch (LU);3
6034;Ballwil;3
6274;Ballwil;3
6275;Ballwil;3
6020;Emmen;1
6023;Emmen;1
6032;Emmen;1
6206;Emmen;1
6294;Ermensee;3
6026;Eschenbach (LU);3
6034;Eschenbach (LU);3
6274;Eschenbach (LU);3
6284;Hitzkirch;3
6284;Hitzkirch;3
6285;Hitzkirch;3
6285;Hitzkirch;3
6286;Hitzkirch;3
6288;Hitzkirch;3
6289;Hitzkirch;3
6289;Hitzkirch;3
6289;Hitzkirch;3
6295;Hitzkirch;3
6274;Hochdorf;3
6275;Hochdorf;3
6280;Hochdorf;3
6280;Hochdorf;3
6283;Hochdorf;3
6275;Hohenrain;3
6276;Hohenrain;3
6277;Hohenrain;3
6277;Hohenrain;3
6280;Hohenrain;3
6283;Hohenrain;3
6034;Inwil;3
6038;Inwil;3
6026;Rain;3
6026;Römerswil;3
6027;Römerswil;3
6028;Römerswil;3
6280;Römerswil;3
6280;Römerswil;3
6283;Römerswil;3
6023;Rothenburg;2
6026;Rothenburg;2
6206;Rothenburg;2
6287;Schongau;3
6288;Schongau;3
6030;Adligenswil;2
6043;Adligenswil;2
6030;Buchrain;2
6033;Buchrain;2
6035;Buchrain;2
6036;Dierikon;2
6037;Dierikon;2
6004;Ebikon;1
6006;Ebikon;1
6020;Ebikon;1
6030;Ebikon;1
6032;Ebikon;1
6038;Gisikon;3
6353;Greppen;3
6404;Greppen;3
;Honau;3
6005;Horw;1
6005;Horw;1
6047;Horw;1
6048;Horw;1
6052;Horw;1
6005;Kriens;1
6010;Kriens;1
6012;Kriens;1
6013;Kriens;1
6048;Kriens;1
6003;Luzern;1
6004;Luzern;1
6005;Luzern;1
6006;Luzern;1
6014;Luzern;1
6015;Luzern;1
6016;Luzern;1
6020;Luzern;1
6365;Luzern;1
6014;Malters;2
6016;Malters;2
6019;Malters;2
6102;Malters;2
6006;Meggen;2
6045;Meggen;2
6344;Meierskappel;2
6035;Root;2
6037;Root;2
6038;Root;2
6038;Root;2
6039;Root;2
6044;Root;2
6013;Schwarzenberg;3
6103;Schwarzenberg;3
6044;Udligenswil;2
6354;Vitznau;3
6356;Vitznau;3
6353;Weggis;3
6354;Weggis;3
6356;Weggis;3
6025;Beromünster;3
6028;Beromünster;3
6215;Beromünster;3
6215;Beromünster;3
6221;Beromünster;3
6222;Beromünster;3
6233;Büron;3
6018;Buttisholz;3
6022;Buttisholz;3
6205;Eich;2
6214;Eich;2
6232;Geuensee;3
6022;Grosswangen;3
6024;Hildisrieden;3
6212;Knutwil;3
6213;Knutwil;3
6210;Mauensee;3
6212;Mauensee;3
6216;Mauensee;3
6242;Mauensee;3
6016;Neuenkirch;2
6023;Neuenkirch;2
6024;Neuenkirch;2
6203;Neuenkirch;2
6204;Neuenkirch;2
6206;Neuenkirch;2
6207;Neuenkirch;2
6207;Nottwil;2
6018;Oberkirch;2
6207;Oberkirch;2
6208;Oberkirch;2
6210;Oberkirch;2
6216;Oberkirch;2
5735;Rickenbach (LU);3
6221;Rickenbach (LU);3
6016;Ruswil;2
6017;Ruswil;2
6018;Ruswil;2
6019;Ruswil;2
6105;Ruswil;2
6106;Ruswil;2
6110;Ruswil;2
6206;Ruswil;2
6207;Ruswil;2
6210;Schenkon;2
6214;Schenkon;2
6222;Schenkon;2
6231;Schlierbach;3
6024;Sempach;2
6204;Sempach;2
6210;Sursee;2
6213;Triengen;3
6234;Triengen;3
6234;Triengen;3
6235;Triengen;3
6236;Triengen;3
6110;Wolhusen;2
6114;Wolhusen;2
6122;Wolhusen;2
6248;Alberswil;3
6147;Altbüron;3
6144;Altishofen;3
6244;Altishofen;3
6245;Altishofen;3
6246;Altishofen;3
6247;Altishofen;3
6263;Altishofen;3
6211;Dagmersellen;3
6235;Dagmersellen;3
6246;Dagmersellen;3
6252;Dagmersellen;3
6253;Dagmersellen;3
6260;Dagmersellen;3
6243;Egolzwil;3
6244;Egolzwil;3
6022;Ettiswil;3
6217;Ettiswil;3
6218;Ettiswil;3
6248;Ettiswil;3
6145;Fischbach;3
6152;Fischbach;3
6153;Fischbach;3
6145;Grossdietwil;3
6146;Grossdietwil;3
6147;Grossdietwil;3
6245;Grossdietwil;3
6125;Hergiswil bei Willisau;3
6130;Hergiswil bei Willisau;3
6132;Hergiswil bei Willisau;3
6133;Hergiswil bei Willisau;3
6156;Hergiswil bei Willisau;3
4952;Luthern;3
6153;Luthern;3
6154;Luthern;3
6156;Luthern;3
6156;Luthern;3
6110;Menznau;3
6122;Menznau;3
6123;Menznau;3
6125;Menznau;3
6130;Menznau;3
6244;Nebikon;3
4915;Pfaffnau;3
6147;Pfaffnau;3
6264;Pfaffnau;3
6265;Pfaffnau;3
6252;Reiden;3
6260;Reiden;3
6260;Reiden;3
6260;Reiden;3
6260;Reiden;3
6262;Reiden;3
6263;Reiden;3
6265;Roggliswil;3
6143;Schötz;3
6247;Schötz;3
4952;Ufhusen;3
4955;Ufhusen;3
6153;Ufhusen;3
6242;Wauwil;3
4806;Wikon;3
6260;Wikon;3
6260;Wikon;3
6144;Zell (LU);3
6152;Zell (LU);3
6153;Zell (LU);3
6122;Willisau;3
6125;Willisau;3
6126;Willisau;3
6130;Willisau;3
6132;Willisau;3
6133;Willisau;3
6142;Willisau;3
6143;Willisau;3
6144;Willisau;3
6154;Willisau;3
6156;Willisau;3
6248;Willisau;3
1473;Châtillon (FR);2
1482;Cugy (FR);2
1483;Cugy (FR);2
1532;Fétigny;2
1544;Gletterens;2
1470;Lully (FR);2
1470;Lully (FR);2
1470;Lully (FR);2
1470;Lully (FR);2
1533;Ménières;2
1562;Montagny (FR);2
1774;Montagny (FR);2
1774;Montagny (FR);2
1774;Montagny (FR);2
1775;Montagny (FR);2
1775;Montagny (FR);2
1776;Montagny (FR);2
1485;Nuvilly;2
1410;Prévondavaux;2
1566;Saint-Aubin (FR);2
1566;Saint-Aubin (FR);2
1541;Sévaz;2
1525;Surpierre;2
1527;Surpierre;2
1528;Surpierre;2
1528;Surpierre;2
1529;Surpierre;2
1534;Surpierre;2
1565;Vallon;2
1483;Les Montets;2
1483;Les Montets;2
1484;Les Montets;2
1484;Les Montets;2
1534;Les Montets;2
1567;Delley-Portalban;2
1568;Delley-Portalban;2
1563;Belmont-Broye;2
1564;Belmont-Broye;2
1580;Belmont-Broye;2
1580;Belmont-Broye;2
1772;Belmont-Broye;2
1773;Belmont-Broye;2
1773;Belmont-Broye;2
1773;Belmont-Broye;2
1776;Belmont-Broye;2
1470;Estavayer;2
1473;Estavayer;2
1473;Estavayer;2
1475;Estavayer;2
1475;Estavayer;2
1475;Estavayer;2
1486;Estavayer;2
1489;Estavayer;2
1541;Estavayer;2
1541;Estavayer;2
1542;Estavayer;2
1468;Cheyres-Châbles;2
1474;Cheyres-Châbles;2
;Auboranges;2
1681;Billens-Hennens;2
1681;Billens-Hennens;2
;Chapelle (Glâne);2
1689;Le Châtelard;2
1553;Châtonnaye;2
;Écublens (FR);2
1686;Grangettes;2
1692;Massonnens;2
1680;Mézières (FR);2
1680;Mézières (FR);2
1684;Mézières (FR);2
;Montet (Glâne);2
1680;Romont (FR);2
1085;Rue;2
1608;Rue;2
1673;Rue;2
1673;Rue;2
1673;Rue;2
1673;Rue;2
1673;Rue;2
1675;Rue;2
1676;Siviriez;2
1677;Siviriez;2
1678;Siviriez;2
1679;Siviriez;2
1680;Siviriez;2
1670;Ursy;2
1670;Ursy;2
1670;Ursy;2
1674;Ursy;2
1674;Ursy;2
1674;Ursy;2
1675;Ursy;2
1675;Ursy;2
1675;Ursy;2
1685;Vuisternens-devant-Romont;2
1686;Vuisternens-devant-Romont;2
1687;Vuisternens-devant-Romont;2
1687;Vuisternens-devant-Romont;2
1687;Vuisternens-devant-Romont;2
1688;Vuisternens-devant-Romont;2
1688;Vuisternens-devant-Romont;2
1697;Vuisternens-devant-Romont;2
1697;Vuisternens-devant-Romont;2
1690;Villorsonnens;2
1694;Villorsonnens;2
1694;Villorsonnens;2
1694;Villorsonnens;2
1694;Villorsonnens;2
1748;Torny;2
1749;Torny;2
1680;Villaz;2
1690;Villaz;2
1690;Villaz;2
1691;Villaz;2
1669;Haut-Intyamon;2
1669;Haut-Intyamon;2
1669;Haut-Intyamon;2
1669;Haut-Intyamon;2
1669;Haut-Intyamon;2
1643;Pont-en-Ogoz;2
1644;Pont-en-Ogoz;2
1645;Pont-en-Ogoz;2
1652;Botterens;2
1652;Botterens;2
1636;Broc;2
1653;Broc;2
1630;Bulle;2
1635;Bulle;2
1661;Bulle;2
1653;Châtel-sur-Montsalvens;2
1646;Corbières;2
1647;Corbières;2
1651;Corbières;2
1653;Crésuz;2
1628;Écharlens;2
1646;Écharlens;2
1666;Grandvillard;2
1635;Gruyères;2
1636;Gruyères;2
1661;Gruyères;2
1663;Gruyères;2
1663;Gruyères;2
1663;Gruyères;2
1663;Gruyères;2
1634;Hauteville;2
1647;Hauteville;2
1648;Hauteville;2
1637;Jaun;2
1656;Jaun;2
1656;Jaun;2
1657;Jaun;2
1716;Jaun;2
1633;Marsens;2
1633;Marsens;2
1638;Morlon;2
1635;Le Pâquier (FR);2
1661;Le Pâquier (FR);2
1649;Pont-la-Ville;2
1628;Riaz;2
1632;Riaz;2
1634;La Roche;2
1733;La Roche;2
1625;Sâles;2
1625;Sâles;2
1626;Sâles;2
1626;Sâles;2
1626;Sâles;2
1627;Sâles;2
1642;Sorens;2
1627;Vaulruz;2
1628;Vaulruz;2
1630;Vaulruz;2
1628;Vuadens;2
1630;Vuadens;2
1663;Bas-Intyamon;2
1665;Bas-Intyamon;2
1666;Bas-Intyamon;2
1667;Bas-Intyamon;2
1637;Val-de-Charmey;2
1654;Val-de-Charmey;2
1716;Val-de-Charmey;2
1742;Autigny;1
1745;Autigny;1
1754;Avry;1
1754;Avry;1
1720;Belfaux;1
1782;Belfaux;1
1782;Belfaux;1
1744;Chénens;1
1720;Corminboeuf;1
1720;Corminboeuf;1
1753;Corminboeuf;1
1741;Cottens (FR);1
1724;Ferpicloz;1
1700;Fribourg;1
1722;Fribourg;1
1762;Givisiez;1
1763;Granges-Paccot;1
;Grolley;1
1723;Marly;1
1725;Marly;1
1753;Matran;1
1740;Neyruz (FR);1
1723;Pierrafortscha;1
;Ponthaux;1
1724;Le Mouret;1
1724;Le Mouret;1
1724;Le Mouret;1
1724;Le Mouret;1
1724;Le Mouret;1
1724;Le Mouret;1
1734;Le Mouret;1
1724;Treyvaux;1
1724;Treyvaux;1
1733;Treyvaux;1
1752;Villars-sur-Glâne;1
1723;Villarsel-sur-Marly;1
1724;Villarsel-sur-Marly;1
1725;Hauterive (FR);1
1730;Hauterive (FR);1
1745;La Brillaz;1
1754;La Brillaz;1
1756;La Brillaz;1
1756;La Brillaz;1
1782;La Sonnaz;1
1782;La Sonnaz;1
1782;La Sonnaz;1
1782;La Sonnaz;1
1695;Gibloux;1
1695;Gibloux;1
1695;Gibloux;1
1695;Gibloux;1
1696;Gibloux;1
1726;Gibloux;1
1726;Gibloux;1
1726;Gibloux;1
1726;Gibloux;1
1727;Gibloux;1
1727;Gibloux;1
1728;Gibloux;1
1746;Prez;1
1747;Prez;1
1754;Prez;1
1757;Prez;1
1724;Bois-d’Amont;1
1725;Bois-d’Amont;1
1731;Bois-d’Amont;1
1732;Bois-d’Amont;1
1796;Courgevaux;2
3280;Courgevaux;2
1583;Courtepin;2
1783;Courtepin;2
1783;Courtepin;2
1784;Courtepin;2
1784;Courtepin;2
1791;Courtepin;2
1795;Courtepin;2
3212;Courtepin;2
1785;Cressier (FR);2
3284;Fräschels;2
3280;Greng;2
1792;Gurmels;2
1792;Gurmels;2
3179;Gurmels;2
3205;Gurmels;2
3206;Gurmels;2
3212;Gurmels;2
3212;Gurmels;2
3213;Gurmels;2
3207;Kerzers;2
3207;Kerzers;2
3210;Kerzers;2
3213;Kleinbösingen;2
3280;Meyriez;2
3280;Meyriez;2
1721;Misery-Courtion;2
1721;Misery-Courtion;2
1721;Misery-Courtion;2
1721;Misery-Courtion;2
3286;Muntelier;2
1595;Murten;2
1793;Murten;2
1794;Murten;2
1795;Murten;2
3215;Murten;2
3215;Murten;2
3215;Murten;2
3280;Murten;2
3280;Murten;2
3285;Murten;2
3210;Ried bei Kerzers;2
3216;Ried bei Kerzers;2
3216;Ried bei Kerzers;2
3214;Ulmiz;2
1786;Mont-Vully;2
1787;Mont-Vully;2
1787;Mont-Vully;2
1788;Mont-Vully;2
1789;Mont-Vully;2
3236;Mont-Vully;2
1719;Brünisried;2
1700;Düdingen;2
3186;Düdingen;2
1735;Giffers;2
3178;Bösingen;2
3184;Bösingen;2
3185;Bösingen;2
1714;Heitenried;2
1716;Plaffeien;2
1716;Plaffeien;2
1716;Plaffeien;2
1719;Plaffeien;2
1719;Plaffeien;2
1738;Plaffeien;2
1716;Plasselb;2
1737;Plasselb;2
1718;Rechthalten;2
1735;Rechthalten;2
1724;St. Silvester;2
1734;St. Silvester;2
1736;St. Silvester;2
1715;St. Ursen;2
1717;St. Ursen;2
1718;St. Ursen;2
1712;Schmitten (FR);2
1713;Schmitten (FR);2
3182;Schmitten (FR);2
3185;Schmitten (FR);2
1700;Tafers;2
1712;Tafers;2
1713;Tafers;2
1714;Tafers;2
1715;Tafers;2
1717;Tafers;2
3182;Tafers;2
3185;Tafers;2
1734;Tentlingen;2
3175;Ueberstorf;2
3182;Ueberstorf;2
3175;Wünnewil-Flamatt;2
3176;Wünnewil-Flamatt;2
3184;Wünnewil-Flamatt;2
3185;Wünnewil-Flamatt;2
1616;Attalens;2
1617;Attalens;2
1808;Attalens;2
1615;Bossonnens;2
1618;Châtel-Saint-Denis;2
1619;Châtel-Saint-Denis;2
1614;Granges (Veveyse);2
1617;Remaufens;2
1618;Remaufens;2
1609;Saint-Martin (FR);2
1609;Saint-Martin (FR);2
1609;Saint-Martin (FR);2
1623;Semsales;2
1627;Semsales;2
1630;Semsales;2
1699;Le Flon;2
1699;Le Flon;2
1699;Le Flon;2
1611;La Verrerie;2
1624;La Verrerie;2
1624;La Verrerie;2
1624;La Verrerie;2
1624;La Verrerie;2
4147;Aesch (BL);1
4153;Aesch (BL);1
4202;Aesch (BL);1
4123;Allschwil;1
4144;Arlesheim;1
4105;Biel-Benken;1
4053;Binningen;1
4101;Binningen;1
4102;Binningen;1
4127;Birsfelden;1
4101;Bottmingen;1
4102;Bottmingen;1
4103;Bottmingen;1
4107;Ettingen;1
4052;Münchenstein;1
4142;Münchenstein;1
4153;Münchenstein;1
4127;Muttenz;1
4132;Muttenz;1
4133;Muttenz;1
4142;Muttenz;1
4104;Oberwil (BL);1
4147;Pfeffingen;1
4148;Pfeffingen;1
4144;Reinach (BL);1
4153;Reinach (BL);1
4124;Schönenbuch;1
4106;Therwil;1
4153;Therwil;1
4223;Blauen;2
4225;Brislach;2
4242;Brislach;2
4117;Burg im Leimental;2
4243;Dittingen;2
4202;Duggingen;2
4203;Grellingen;2
4242;Laufen;2
4246;Laufen;2
4252;Laufen;2
4253;Liesberg;2
4254;Liesberg;2
4224;Nenzlingen;2
2814;Roggenburg;2
4245;Roggenburg;2
4244;Röschenz;2
4246;Wahlen;2
4222;Zwingen;2
4242;Zwingen;2
4305;Arisdorf;2
4422;Arisdorf;2
4133;Augst;2
4302;Augst;2
4303;Augst;2
4410;Bubendorf;1
4416;Bubendorf;1
4133;Frenkendorf;1
4402;Frenkendorf;1
4414;Füllinsdorf;1
4303;Giebenach;2
4304;Giebenach;2
4423;Hersberg;2
4415;Lausen;1
4410;Liestal;1
4415;Liestal;1
4422;Liestal;1
4419;Lupsingen;2
4133;Pratteln;1
4302;Pratteln;1
4402;Pratteln;1
4433;Ramlinsburg;2
4411;Seltisberg;2
4412;Seltisberg;2
4417;Ziefen;2
4469;Anwil;2
4450;Böckten;2
4461;Böckten;2
4444;Buckten;2
4445;Buckten;2
4446;Buckten;2
4447;Buckten;2
4462;Buus;2
4463;Buus;2
4442;Diepflingen;2
4444;Gelterkinden;2
4460;Gelterkinden;2
4445;Häfelfingen;2
4448;Häfelfingen;2
4316;Hemmiken;2
4465;Hemmiken;2
4466;Hemmiken;2
4450;Itingen;2
4452;Itingen;2
4447;Känerkinden;2
4493;Kilchberg (BL);2
4496;Kilchberg (BL);2
4446;Läufelfingen;2
4448;Läufelfingen;2
4458;Läufelfingen;2
4634;Läufelfingen;2
4451;Maisprach;2
4464;Maisprach;2
4453;Nusshof;2
4494;Oltingen;2
4460;Ormalingen;2
4465;Ormalingen;2
4466;Ormalingen;2
4462;Rickenbach (BL);2
4467;Rothenfluh;2
4444;Rümlingen;2
4445;Rünenberg;2
4497;Rünenberg;2
4450;Sissach;2
4492;Tecknau;2
4443;Tenniken;2
4456;Tenniken;2
4441;Thürnen;2
4450;Thürnen;2
4493;Wenslingen;2
4495;Wenslingen;2
4451;Wintersingen;2
4442;Wittinsburg;2
4443;Wittinsburg;2
4444;Wittinsburg;2
4495;Zeglingen;2
4455;Zunzgen;2
4424;Arboldswil;2
4425;Arboldswil;2
4431;Bennwil;2
4434;Bennwil;2
4457;Bennwil;2
